fips_code,name,reporting_entity_name,residential_rate,commercial_rate,industrial_rate,year
0268370,Seldovia Village,Homer Electric Assn Inc,0.20,0.18,0.09,2012
0268370,Seldovia Village,Homer Electric Assn Inc,0.21,0.18,0.08,2013
0268370,Seldovia Village,Homer Electric Assn Inc,0.24,0.21,0.10,2014
0268370,Seldovia Village,Homer Electric Assn Inc,0.25,0.22,0.11,2015
0268370,Seldovia Village,Homer Electric Assn Inc,0.26,0.23,0.11,2016
0268370,Seldovia Village,Homer Electric Assn Inc,0.26,0.23,0.11,2017
0268370,Seldovia Village,Homer Electric Assn Inc,0.27,0.23,0.11,2018
0268370,Seldovia Village,Homer Electric Assn Inc,0.27,0.23,0.11,2019
0268370,Seldovia Village,Homer Electric Assn Inc,0.29,0.26,0.12,2020
0268370,Seldovia Village,Homer Electric Assn Inc,0.28,0.25,0.12,2021
0268560,Seward,City of Seward,0.19,0.20,0.16,2011
0268560,Seward,City of Seward,0.20,0.22,0.17,2012
0268560,Seward,City of Seward,0.20,0.22,0.17,2013
0268560,Seward,City of Seward,0.21,0.23,0.19,2014
0268560,Seward,City of Seward,0.22,0.23,0.18,2015
0268560,Seward,City of Seward,0.22,0.23,0.19,2016
0268560,Seward,City of Seward,,,,2018
0268560,Seward,City of Seward,,,,2020
0268560,Seward,City of Seward,,,,2021
0268670,Shageluk,Alaska Village Electric Cooperative,0.21,0.60,,2011
0268670,Shageluk,Alaska Village Electric Cooperative,0.22,0.66,,2012
0268670,Shageluk,Alaska Village Electric Cooperative,0.21,0.66,,2013
0268670,Shageluk,Alaska Village Electric Cooperative,0.21,0.67,,2014
0268670,Shageluk,Alaska Village Electric Cooperative,0.22,0.65,,2015
0268670,Shageluk,Alaska Village Electric Cooperative,0.22,0.57,,2016
0268670,Shageluk,Alaska Village Electric Cooperative,0.22,0.55,,2017
0268670,Shageluk,Alaska Village Electric Cooperative,0.24,0.55,,2018
0268670,Shageluk,Alaska Village Electric Cooperative,0.24,0.60,,2019
0268670,Shageluk,Alaska Village Electric Cooperative,0.26,0.56,,2020
0268670,Shageluk,Alaska Village Electric Cooperative,0.26,0.53,,2021
0268890,Shaktoolik,Alaska Village Electric Cooperative,0.21,0.58,,2011
0268890,Shaktoolik,Alaska Village Electric Cooperative,0.21,0.60,,2012
0268890,Shaktoolik,Alaska Village Electric Cooperative,0.20,0.56,,2013
0268890,Shaktoolik,Alaska Village Electric Cooperative,0.20,0.55,,2014
0268890,Shaktoolik,Alaska Village Electric Cooperative,0.23,0.56,,2015
0268890,Shaktoolik,Alaska Village Electric Cooperative,0.24,0.45,,2016
0268890,Shaktoolik,Alaska Village Electric Cooperative,0.25,0.48,,2017
0268890,Shaktoolik,Alaska Village Electric Cooperative,0.27,0.51,,2018
0268890,Shaktoolik,Alaska Village Electric Cooperative,0.28,0.54,,2019
0268890,Shaktoolik,Alaska Village Electric Cooperative,0.28,0.55,,2020
0268890,Shaktoolik,Alaska Village Electric Cooperative,0.29,0.51,,2021
0269770,Shishmaref,Alaska Village Electric Cooperative,0.21,0.59,,2011
0269770,Shishmaref,Alaska Village Electric Cooperative,0.22,0.61,,2012
0269770,Shishmaref,Alaska Village Electric Cooperative,0.20,0.60,,2013
0269770,Shishmaref,Alaska Village Electric Cooperative,0.20,0.62,,2014
0269770,Shishmaref,Alaska Village Electric Cooperative,0.22,0.66,,2015
0269770,Shishmaref,Alaska Village Electric Cooperative,0.22,0.57,,2016
0269770,Shishmaref,Alaska Village Electric Cooperative,0.22,0.51,,2017
0269770,Shishmaref,Alaska Village Electric Cooperative,0.24,0.54,,2018
0269770,Shishmaref,Alaska Village Electric Cooperative,0.24,0.58,,2019
0269770,Shishmaref,Alaska Village Electric Cooperative,0.26,0.56,,2020
0269770,Shishmaref,Alaska Village Electric Cooperative,0.26,0.52,,2021
0270100,Shungnak,Alaska Village Electric Cooperative,0.22,0.73,,2011
0270100,Shungnak,Alaska Village Electric Cooperative,0.23,0.89,,2012
0270100,Shungnak,Alaska Village Electric Cooperative,0.21,0.72,,2013
0270100,Shungnak,Alaska Village Electric Cooperative,0.22,0.81,,2014
0270100,Shungnak,Alaska Village Electric Cooperative,0.22,0.76,,2015
0270100,Shungnak,Alaska Village Electric Cooperative,0.23,0.71,,2016
0270100,Shungnak,Alaska Village Electric Cooperative,0.22,0.57,,2017
0270100,Shungnak,Alaska Village Electric Cooperative,0.24,0.63,,2018
0270100,Shungnak,Alaska Village Electric Cooperative,0.24,0.62,,2019
0270100,Shungnak,Alaska Village Electric Cooperative,0.26,0.71,,2020
0270100,Shungnak,Alaska Village Electric Cooperative,0.27,0.77,,2021
0270320,Silver Springs,Copper Valley Elec Assn Inc,0.28,0.25,,2011
0270320,Silver Springs,Copper Valley Elec Assn Inc,0.30,0.27,,2012
0270320,Silver Springs,Copper Valley Elec Assn Inc,0.28,0.24,,2013
0270320,Silver Springs,Copper Valley Elec Assn Inc,0.26,0.23,,2014
0270320,Silver Springs,Copper Valley Elec Assn Inc,0.24,0.20,,2015
0270320,Silver Springs,Copper Valley Elec Assn Inc,0.23,0.21,,2016
0270320,Silver Springs,Copper Valley Elec Assn Inc,0.26,0.23,,2017
0270320,Silver Springs,Copper Valley Elec Assn Inc,0.26,0.23,,2018
0270320,Silver Springs,Copper Valley Elec Assn Inc,0.25,0.22,,2019
0270320,Silver Springs,Copper Valley Elec Assn Inc,,,,2020
0270320,Silver Springs,Copper Valley Elec Assn Inc,0.34,0.28,,2021
0270540,Sitka,City & Borough of Sitka,0.09,0.09,0.09,2011
0270540,Sitka,City & Borough of Sitka,0.10,0.10,0.10,2012
0270540,Sitka,City & Borough of Sitka,0.11,0.11,0.11,2013
0270540,Sitka,City & Borough of Sitka,0.12,0.18,0.04,2014
0270540,Sitka,City & Borough of Sitka,0.13,0.15,0.11,2015
0270540,Sitka,City & Borough of Sitka,0.14,0.14,0.12,2016
0270540,Sitka,City & Borough of Sitka,0.16,0.16,0.13,2017
0270540,Sitka,City & Borough of Sitka,0.19,0.17,0.13,2018
0270540,Sitka,City & Borough of Sitka,0.19,0.17,0.13,2019
0270540,Sitka,City & Borough of Sitka,,,,2020
0270540,Sitka,City & Borough of Sitka,0.18,0.16,,2021
0270760,Skagway,Alaska Power & Telephone Company,0.15,0.22,,2011
0270760,Skagway,Alaska Power & Telephone Company,0.17,0.24,,2012
0270760,Skagway,Alaska Power & Telephone Company,0.18,0.25,,2013
0270760,Skagway,Alaska Power & Telephone Company,0.19,0.25,,2014
0270760,Skagway,Alaska Power & Telephone Company,0.23,0.26,,2015
0270760,Skagway,Alaska Power & Telephone Company,0.23,0.26,,2016
0270760,Skagway,Alaska Power & Telephone Company,0.23,0.26,,2017
0270760,Skagway,Alaska Power & Telephone Company,0.25,0.28,,2018
0270760,Skagway,Alaska Power & Telephone Company,0.25,0.27,,2019
0270760,Skagway,Alaska Power & Telephone Company,0.26,0.27,,2020
0270760,Skagway,Alaska Power & Telephone Company,0.28,0.29,,2021
0270930,Slana,Alaska Power & Telephone Company,0.19,0.67,,2011
0270930,Slana,Alaska Power & Telephone Company,0.21,0.70,,2012
0270930,Slana,Alaska Power & Telephone Company,0.22,0.71,,2013
0270930,Slana,Alaska Power & Telephone Company,0.27,0.71,,2014
0270930,Slana,Alaska Power & Telephone Company,0.30,0.65,,2015
0270930,Slana,Alaska Power & Telephone Company,0.31,0.55,,2016
0270930,Slana,Alaska Power & Telephone Company,0.31,0.57,,2017
0270930,Slana,Alaska Power & Telephone Company,0.31,0.65,,2018
0270930,Slana,Alaska Power & Telephone Company,0.31,0.61,,2019
0270930,Slana,Alaska Power & Telephone Company,0.31,0.56,,2020
0270930,Slana,Alaska Power & Telephone Company,0.35,0.64,,2021
0271090,Sleetmute,Middle Kuskokwim Electric,0.19,0.85,,2011
0271090,Sleetmute,Middle Kuskokwim Electric,0.36,1.16,,2012
0271090,Sleetmute,Middle Kuskokwim Electric,0.22,0.89,,2013
0271090,Sleetmute,Middle Kuskokwim Electric,0.33,1.14,,2014
0271090,Sleetmute,Middle Kuskokwim Electric,0.27,0.93,,2015
0271090,Sleetmute,Middle Kuskokwim Electric,0.43,1.08,,2016
0271090,Sleetmute,Middle Kuskokwim Electric,0.41,1.11,,2017
0271090,Sleetmute,Middle Kuskokwim Electric,0.44,1.17,,2018
0271090,Sleetmute,Middle Kuskokwim Electric,0.46,1.21,,2019
0271090,Sleetmute,Middle Kuskokwim Electric,0.55,1.31,,2020
0271090,Sleetmute,Middle Kuskokwim Electric,0.36,1.11,,2021
0271640,Soldotna,Homer Electric Assn Inc,0.20,0.18,0.08,2011
0271640,Soldotna,Homer Electric Assn Inc,0.20,0.18,0.09,2012
0271640,Soldotna,Homer Electric Assn Inc,0.21,0.18,0.08,2013
0271640,Soldotna,Homer Electric Assn Inc,0.24,0.21,0.10,2014
0271640,Soldotna,Homer Electric Assn Inc,0.25,0.22,0.11,2015
0271640,Soldotna,Homer Electric Assn Inc,0.26,0.23,0.11,2016
0271640,Soldotna,Homer Electric Assn Inc,0.26,0.23,0.11,2017
0271640,Soldotna,Homer Electric Assn Inc,0.27,0.23,0.11,2018
0271640,Soldotna,Homer Electric Assn Inc,0.27,0.23,0.11,2019
0271640,Soldotna,Homer Electric Assn Inc,0.29,0.26,0.12,2020
0271640,Soldotna,Homer Electric Assn Inc,0.28,0.25,0.12,2021
0272135,South Lakes,Matanuska Electric Assn Inc,0.15,0.13,,2011
0272135,South Lakes,Matanuska Electric Assn Inc,0.15,0.13,,2012
0272135,South Lakes,Matanuska Electric Assn Inc,0.15,0.13,,2013
0272135,South Lakes,Matanuska Electric Assn Inc,0.17,0.14,,2014
0272135,South Lakes,Matanuska Electric Assn Inc,0.20,0.17,,2015
0272135,South Lakes,Matanuska Electric Assn Inc,0.20,0.17,,2016
0272135,South Lakes,Matanuska Electric Assn Inc,0.21,0.18,,2017
0272135,South Lakes,Matanuska Electric Assn Inc,0.21,0.18,,2018
0272135,South Lakes,Matanuska Electric Assn Inc,0.22,0.19,,2019
0272135,South Lakes,Matanuska Electric Assn Inc,0.22,0.19,,2020
0272135,South Lakes,Matanuska Electric Assn Inc,0.21,0.19,,2021
0272190,South Naknek,Naknek Electric Association,0.24,0.50,,2011
0272190,South Naknek,Naknek Electric Association,0.22,0.56,,2012
0272190,South Naknek,Naknek Electric Association,0.19,0.58,,2013
0272190,South Naknek,Naknek Electric Association,0.22,0.62,,2014
0272190,South Naknek,Naknek Electric Association,0.18,0.57,,2015
0272190,South Naknek,Naknek Electric Association,0.18,0.49,,2016
0272190,South Naknek,Naknek Electric Association,0.21,0.48,,2017
0272190,South Naknek,Naknek Electric Association,0.20,0.46,,2018
0272190,South Naknek,Naknek Electric Association,0.19,0.48,,2019
0272190,South Naknek,Naknek Electric Association,0.21,0.48,,2020
0272190,South Naknek,Naknek Electric Association,0.23,0.48,,2021
0272230,South Van Horn,Golden Valley Elec Assn Inc,0.22,0.21,0.17,2011
0272230,South Van Horn,Golden Valley Elec Assn Inc,0.24,0.23,0.19,2012
0272230,South Van Horn,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2013
0272230,South Van Horn,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2014
0272230,South Van Horn,Golden Valley Elec Assn Inc,0.21,0.19,0.15,2015
0272230,South Van Horn,Golden Valley Elec Assn Inc,0.23,0.21,0.16,2016
0272230,South Van Horn,Golden Valley Elec Assn Inc,0.24,0.22,0.17,2017
0272230,South Van Horn,Golden Valley Elec Assn Inc,0.25,0.24,0.18,2018
0272230,South Van Horn,Golden Valley Elec Assn Inc,0.26,0.25,0.18,2019
0272230,South Van Horn,Golden Valley Elec Assn Inc,0.25,0.24,0.17,2020
0272230,South Van Horn,Golden Valley Elec Assn Inc,0.27,0.26,0.18,2021
0272960,Stebbins,Alaska Village Electric Cooperative,0.21,0.56,,2011
0272960,Stebbins,Alaska Village Electric Cooperative,0.22,0.61,,2012
0272960,Stebbins,Alaska Village Electric Cooperative,0.20,0.59,,2013
0272960,Stebbins,Alaska Village Electric Cooperative,0.20,0.61,,2014
0272960,Stebbins,Alaska Village Electric Cooperative,0.22,0.60,,2015
0272960,Stebbins,Alaska Village Electric Cooperative,0.22,0.52,,2016
0272960,Stebbins,Alaska Village Electric Cooperative,0.22,0.48,,2017
0272960,Stebbins,Alaska Village Electric Cooperative,0.23,0.50,,2018
0272960,Stebbins,Alaska Village Electric Cooperative,0.24,0.56,,2019
0272960,Stebbins,Alaska Village Electric Cooperative,0.25,0.54,,2020
0272960,Stebbins,Alaska Village Electric Cooperative,0.26,0.52,,2021
0272985,Steele Creek,Golden Valley Elec Assn Inc,0.22,0.21,0.17,2011
0272985,Steele Creek,Golden Valley Elec Assn Inc,0.24,0.23,0.19,2012
0272985,Steele Creek,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2013
0272985,Steele Creek,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2014
0272985,Steele Creek,Golden Valley Elec Assn Inc,0.21,0.19,0.15,2015
0272985,Steele Creek,Golden Valley Elec Assn Inc,0.23,0.21,0.16,2016
0272985,Steele Creek,Golden Valley Elec Assn Inc,0.24,0.22,0.17,2017
0272985,Steele Creek,Golden Valley Elec Assn Inc,0.25,0.24,0.18,2018
0272985,Steele Creek,Golden Valley Elec Assn Inc,0.26,0.25,0.18,2019
0272985,Steele Creek,Golden Valley Elec Assn Inc,0.25,0.24,0.17,2020
0272985,Steele Creek,Golden Valley Elec Assn Inc,0.27,0.26,0.18,2021
0273070,Sterling,Homer Electric Assn Inc,0.20,0.18,0.08,2011
0273070,Sterling,Homer Electric Assn Inc,0.20,0.18,0.09,2012
0273070,Sterling,Homer Electric Assn Inc,0.21,0.18,0.08,2013
0273070,Sterling,Homer Electric Assn Inc,0.24,0.21,0.10,2014
0273070,Sterling,Homer Electric Assn Inc,0.25,0.22,0.11,2015
0273070,Sterling,Homer Electric Assn Inc,0.26,0.23,0.11,2016
0273070,Sterling,Homer Electric Assn Inc,0.26,0.23,0.11,2017
0273070,Sterling,Homer Electric Assn Inc,0.27,0.23,0.11,2018
0273070,Sterling,Homer Electric Assn Inc,0.27,0.23,0.11,2019
0273070,Sterling,Homer Electric Assn Inc,0.29,0.26,0.12,2020
0273070,Sterling,Homer Electric Assn Inc,0.28,0.25,0.12,2021
0273400,Stony River,Middle Kuskokwim Electric,0.19,0.85,,2011
0273400,Stony River,Middle Kuskokwim Electric,0.36,1.16,,2012
0273400,Stony River,Middle Kuskokwim Electric,0.22,0.89,,2013
0273400,Stony River,Middle Kuskokwim Electric,0.32,1.13,,2014
0273400,Stony River,Middle Kuskokwim Electric,0.28,0.95,,2015
0273400,Stony River,Middle Kuskokwim Electric,0.44,1.09,,2016
0273400,Stony River,Middle Kuskokwim Electric,0.41,1.11,,2017
0273400,Stony River,Middle Kuskokwim Electric,0.44,1.17,,2018
0273400,Stony River,Middle Kuskokwim Electric,0.46,1.21,,2019
0273400,Stony River,Middle Kuskokwim Electric,0.55,1.31,,2020
0273400,Stony River,Middle Kuskokwim Electric,0.36,1.11,,2021
0273950,Sunrise,Chugach Electric Assn Inc,0.14,0.12,0.11,2011
0273950,Sunrise,Chugach Electric Assn Inc,0.14,0.12,0.11,2012
0273950,Sunrise,Chugach Electric Assn Inc,0.15,0.12,0.11,2013
0273950,Sunrise,Chugach Electric Assn Inc,0.16,0.13,0.12,2014
0273950,Sunrise,Chugach Electric Assn Inc,0.17,0.14,0.12,2015
0273950,Sunrise,Chugach Electric Assn Inc,0.18,0.15,0.13,2016
0273950,Sunrise,Chugach Electric Assn Inc,0.20,0.16,0.15,2017
0273950,Sunrise,Chugach Electric Assn Inc,0.20,0.16,0.14,2018
0273950,Sunrise,Chugach Electric Assn Inc,0.21,0.17,0.15,2019
0273950,Sunrise,Chugach Electric Assn Inc,0.21,0.17,0.15,2020
0273950,Sunrise,Chugach Electric Assn Inc,0.21,0.16,0.14,2021
0274350,Susitna North,Matanuska Electric Assn Inc,0.15,0.13,,2011
0274350,Susitna North,Matanuska Electric Assn Inc,0.15,0.13,,2012
0274350,Susitna North,Matanuska Electric Assn Inc,0.15,0.13,,2013
0274350,Susitna North,Matanuska Electric Assn Inc,0.17,0.14,,2014
0274350,Susitna North,Matanuska Electric Assn Inc,0.20,0.17,,2015
0274350,Susitna North,Matanuska Electric Assn Inc,0.20,0.17,,2016
0274350,Susitna North,Matanuska Electric Assn Inc,0.21,0.18,,2017
0274350,Susitna North,Matanuska Electric Assn Inc,0.21,0.18,,2018
0274350,Susitna North,Matanuska Electric Assn Inc,0.22,0.19,,2019
0274350,Susitna North,Matanuska Electric Assn Inc,0.22,0.19,,2020
0274350,Susitna North,Matanuska Electric Assn Inc,0.21,0.19,,2021
0274525,Sutton-Alpine,Matanuska Electric Assn Inc,0.15,0.13,,2011
0274525,Sutton-Alpine,Matanuska Electric Assn Inc,0.15,0.13,,2012
0274525,Sutton-Alpine,Matanuska Electric Assn Inc,0.15,0.13,,2013
0274525,Sutton-Alpine,Matanuska Electric Assn Inc,0.17,0.14,,2014
0274525,Sutton-Alpine,Matanuska Electric Assn Inc,0.20,0.17,,2015
0274525,Sutton-Alpine,Matanuska Electric Assn Inc,0.20,0.17,,2016
0274525,Sutton-Alpine,Matanuska Electric Assn Inc,0.21,0.18,,2017
0274525,Sutton-Alpine,Matanuska Electric Assn Inc,0.21,0.18,,2018
0274525,Sutton-Alpine,Matanuska Electric Assn Inc,0.22,0.19,,2019
0274525,Sutton-Alpine,Matanuska Electric Assn Inc,0.22,0.19,,2020
0274525,Sutton-Alpine,Matanuska Electric Assn Inc,0.21,0.19,,2021
0274610,Takotna,Takotna Community Assoc Inc,0.45,1.02,,2011
0274610,Takotna,Takotna Community Assoc Inc,0.42,1.02,,2012
0274610,Takotna,Takotna Community Assoc Inc,0.43,1.02,,2013
0274610,Takotna,Takotna Community Assoc Inc,0.42,1.02,,2014
0274610,Takotna,Takotna Community Assoc Inc,0.44,1.02,,2015
0274610,Takotna,Takotna Community Assoc Inc,0.53,1.02,,2016
0274610,Takotna,Takotna Community Assoc Inc,0.59,1.02,,2017
0274610,Takotna,Takotna Community Assoc Inc,0.56,1.02,,2018
0274610,Takotna,Takotna Community Assoc Inc,0.51,1.02,,2019
0274610,Takotna,Takotna Community Assoc Inc,0.52,1.02,,2020
0274610,Takotna,Takotna Community Assoc Inc,0.62,1.07,,2021
0274830,Talkeetna,Matanuska Electric Assn Inc,0.15,0.13,,2011
0274830,Talkeetna,Matanuska Electric Assn Inc,0.15,0.13,,2012
0274830,Talkeetna,Matanuska Electric Assn Inc,0.15,0.13,,2013
0274830,Talkeetna,Matanuska Electric Assn Inc,0.17,0.14,,2014
0274830,Talkeetna,Matanuska Electric Assn Inc,0.20,0.17,,2015
0274830,Talkeetna,Matanuska Electric Assn Inc,0.20,0.17,,2016
0274830,Talkeetna,Matanuska Electric Assn Inc,0.21,0.18,,2017
0274830,Talkeetna,Matanuska Electric Assn Inc,0.21,0.18,,2018
0274830,Talkeetna,Matanuska Electric Assn Inc,0.22,0.19,,2019
0274830,Talkeetna,Matanuska Electric Assn Inc,0.22,0.19,,2020
0274830,Talkeetna,Matanuska Electric Assn Inc,0.21,0.19,,2021
0275050,Tanacross,Alaska Power & Telephone Company,0.18,0.49,,2011
0275050,Tanacross,Alaska Power & Telephone Company,0.20,0.48,,2012
0275050,Tanacross,Alaska Power & Telephone Company,0.20,0.49,,2013
0275050,Tanacross,Alaska Power & Telephone Company,0.22,0.46,,2014
0275050,Tanacross,Alaska Power & Telephone Company,0.23,0.42,,2015
0275050,Tanacross,Alaska Power & Telephone Company,0.24,0.34,,2016
0275050,Tanacross,Alaska Power & Telephone Company,0.24,0.38,,2017
0275050,Tanacross,Alaska Power & Telephone Company,0.18,0.45,,2018
0275050,Tanacross,Alaska Power & Telephone Company,0.19,0.41,,2019
0275050,Tanacross,Alaska Power & Telephone Company,0.20,0.37,,2020
0275050,Tanacross,Alaska Power & Telephone Company,0.21,0.44,,2021
0275077,Tanaina,Matanuska Electric Assn Inc,0.15,0.13,,2011
0275077,Tanaina,Matanuska Electric Assn Inc,0.15,0.13,,2012
0275077,Tanaina,Matanuska Electric Assn Inc,0.15,0.13,,2013
0275077,Tanaina,Matanuska Electric Assn Inc,0.17,0.14,,2014
0275077,Tanaina,Matanuska Electric Assn Inc,0.20,0.17,,2015
0275077,Tanaina,Matanuska Electric Assn Inc,0.20,0.17,,2016
0275077,Tanaina,Matanuska Electric Assn Inc,0.21,0.18,,2017
0275077,Tanaina,Matanuska Electric Assn Inc,0.21,0.18,,2018
0275077,Tanaina,Matanuska Electric Assn Inc,0.22,0.19,,2019
0275077,Tanaina,Matanuska Electric Assn Inc,0.22,0.19,,2020
0275077,Tanaina,Matanuska Electric Assn Inc,0.21,0.19,,2021
0275160,Tanana,Tanana Power Company Inc,0.30,0.71,,2011
0275160,Tanana,Tanana Power Company Inc,0.31,0.76,,2012
0275160,Tanana,Tanana Power Company Inc,0.27,0.71,,2013
0275160,Tanana,Tanana Power Company Inc,0.28,0.73,,2014
0275160,Tanana,Tanana Power Company Inc,0.37,0.79,,2015
0275160,Tanana,Tanana Power Company Inc,0.32,0.62,,2016
0275160,Tanana,Tanana Power Company Inc,0.31,0.61,,2017
0275160,Tanana,Tanana Power Company Inc,0.36,0.67,,2018
0275160,Tanana,Tanana Power Company Inc,0.37,0.73,,2019
0275160,Tanana,Tanana Power Company Inc,0.35,0.65,,2020
0275160,Tanana,Tanana Power Company Inc,0.36,0.64,,2021
0275380,Tatitlek,Tatitlek Village Ira Council,0.21,0.62,,2011
0275380,Tatitlek,Tatitlek Village Ira Council,0.26,0.76,,2012
0275380,Tatitlek,Tatitlek Village Ira Council,0.35,0.88,,2013
0275380,Tatitlek,Tatitlek Village Ira Council,0.38,0.92,,2014
0275380,Tatitlek,Tatitlek Village Ira Council,0.44,0.92,,2015
0275380,Tatitlek,Tatitlek Village Ira Council,0.46,0.92,,2016
0275380,Tatitlek,Tatitlek Village Ira Council,0.37,0.92,,2017
0275380,Tatitlek,Tatitlek Village Ira Council,0.33,0.92,,2018
0275380,Tatitlek,Tatitlek Village Ira Council,0.36,0.92,,2019
0275380,Tatitlek,Tatitlek Village Ira Council,0.41,0.92,,2020
0275380,Tatitlek,Tatitlek Village Ira Council,0.41,0.92,,2021
0275480,Tazlina,Copper Valley Elec Assn Inc,0.28,0.25,,2011
0275480,Tazlina,Copper Valley Elec Assn Inc,0.30,0.27,,2012
0275480,Tazlina,Copper Valley Elec Assn Inc,0.28,0.24,,2013
0275480,Tazlina,Copper Valley Elec Assn Inc,0.26,0.23,,2014
0275480,Tazlina,Copper Valley Elec Assn Inc,0.24,0.20,,2015
0275480,Tazlina,Copper Valley Elec Assn Inc,0.23,0.21,,2016
0275480,Tazlina,Copper Valley Elec Assn Inc,0.26,0.23,,2017
0275480,Tazlina,Copper Valley Elec Assn Inc,0.26,0.23,,2018
0275480,Tazlina,Copper Valley Elec Assn Inc,0.25,0.22,,2019
0275480,Tazlina,Copper Valley Elec Assn Inc,,,,2020
0275480,Tazlina,Copper Valley Elec Assn Inc,0.34,0.28,,2021
0275930,Teller,Alaska Village Electric Cooperative,0.21,0.62,,2011
0275930,Teller,Alaska Village Electric Cooperative,0.22,0.67,,2012
0275930,Teller,Alaska Village Electric Cooperative,0.21,0.64,,2013
0275930,Teller,Alaska Village Electric Cooperative,0.21,0.63,,2014
0275930,Teller,Alaska Village Electric Cooperative,0.22,0.67,,2015
0275930,Teller,Alaska Village Electric Cooperative,0.22,0.64,,2016
0275930,Teller,Alaska Village Electric Cooperative,0.22,0.55,,2017
0275930,Teller,Alaska Village Electric Cooperative,0.23,0.53,,2018
0275930,Teller,Alaska Village Electric Cooperative,0.24,0.54,,2019
0275930,Teller,Alaska Village Electric Cooperative,0.25,0.56,,2020
0275930,Teller,Alaska Village Electric Cooperative,0.26,0.53,,2021
0276260,Tenakee Springs,City of Tenakee Springs,0.31,0.69,,2011
0276260,Tenakee Springs,City of Tenakee Springs,0.29,0.75,,2012
0276260,Tenakee Springs,City of Tenakee Springs,0.28,0.73,,2013
0276260,Tenakee Springs,City of Tenakee Springs,0.31,0.72,,2014
0276260,Tenakee Springs,City of Tenakee Springs,0.32,0.69,,2015
0276260,Tenakee Springs,City of Tenakee Springs,0.37,0.66,,2016
0276260,Tenakee Springs,City of Tenakee Springs,0.30,0.62,,2017
0276260,Tenakee Springs,City of Tenakee Springs,0.27,0.64,,2018
0276260,Tenakee Springs,City of Tenakee Springs,0.21,0.56,,2019
0276260,Tenakee Springs,City of Tenakee Springs,0.25,0.56,,2020
0276260,Tenakee Springs,City of Tenakee Springs,0.28,0.59,,2021
0276590,Tetlin,Alaska Power & Telephone Company,0.18,0.49,,2011
0276590,Tetlin,Alaska Power & Telephone Company,0.20,0.48,,2012
0276590,Tetlin,Alaska Power & Telephone Company,0.20,0.49,,2013
0276590,Tetlin,Alaska Power & Telephone Company,0.22,0.46,,2014
0276590,Tetlin,Alaska Power & Telephone Company,0.26,0.44,,2015
0276590,Tetlin,Alaska Power & Telephone Company,0.24,0.34,,2016
0276590,Tetlin,Alaska Power & Telephone Company,0.24,0.38,,2017
0276590,Tetlin,Alaska Power & Telephone Company,0.18,0.45,,2018
0276590,Tetlin,Alaska Power & Telephone Company,0.19,0.41,,2019
0276590,Tetlin,Alaska Power & Telephone Company,0.20,0.37,,2020
0276590,Tetlin,Alaska Power & Telephone Company,0.21,0.44,,2021
0277140,Thorne Bay,Alaska Power & Telephone Company,0.16,0.24,,2011
0277140,Thorne Bay,Alaska Power & Telephone Company,0.17,0.25,,2012
0277140,Thorne Bay,Alaska Power & Telephone Company,0.18,0.25,,2013
0277140,Thorne Bay,Alaska Power & Telephone Company,0.19,0.25,,2014
0277140,Thorne Bay,Alaska Power & Telephone Company,0.23,0.25,,2015
0277140,Thorne Bay,Alaska Power & Telephone Company,0.23,0.25,,2016
0277140,Thorne Bay,Alaska Power & Telephone Company,0.24,0.26,,2017
0277140,Thorne Bay,Alaska Power & Telephone Company,0.26,0.29,,2018
0277140,Thorne Bay,Alaska Power & Telephone Company,0.26,0.28,,2019
0277140,Thorne Bay,Alaska Power & Telephone Company,0.26,0.26,,2020
0277140,Thorne Bay,Alaska Power & Telephone Company,0.28,0.29,,2021
0277690,Togiak,Alaska Village Electric Cooperative,0.21,0.57,,2011
0277690,Togiak,Alaska Village Electric Cooperative,0.22,0.62,,2012
0277690,Togiak,Alaska Village Electric Cooperative,0.21,0.62,,2013
0277690,Togiak,Alaska Village Electric Cooperative,0.21,0.64,,2014
0277690,Togiak,Alaska Village Electric Cooperative,0.22,0.63,,2015
0277690,Togiak,Alaska Village Electric Cooperative,0.22,0.53,,2016
0277690,Togiak,Alaska Village Electric Cooperative,0.22,0.50,,2017
0277690,Togiak,Alaska Village Electric Cooperative,0.24,0.53,,2018
0277690,Togiak,Alaska Village Electric Cooperative,0.24,0.58,,2019
0277690,Togiak,Alaska Village Electric Cooperative,0.25,0.53,,2020
0277690,Togiak,Alaska Village Electric Cooperative,0.26,0.53,,2021
0277800,Tok,Alaska Power & Telephone Company,0.18,0.49,,2011
0277800,Tok,Alaska Power & Telephone Company,0.20,0.48,,2012
0277800,Tok,Alaska Power & Telephone Company,0.20,0.49,,2013
0277800,Tok,Alaska Power & Telephone Company,0.22,0.46,,2014
0277800,Tok,Alaska Power & Telephone Company,0.23,0.42,,2015
0277800,Tok,Alaska Power & Telephone Company,0.24,0.34,,2016
0277800,Tok,Alaska Power & Telephone Company,0.24,0.38,,2017
0277800,Tok,Alaska Power & Telephone Company,0.18,0.45,,2018
0277800,Tok,Alaska Power & Telephone Company,0.19,0.41,,2019
